GSM155229.CEL.gz,GSM155232.CEL.gz,GSM155234.CEL.gz,GSM155236.CEL.gz,GSM155238.CEL.gz,GSM155219.CEL.gz,GSM155221.CEL.gz,GSM155223.CEL.gz,GSM155225.CEL.gz,GSM155227.CEL.gz
1007_s_at,8.33375448894284,8.64447934351525,8.64579244504389,8.50357138981714,8.74856146554897,8.77227926716722,8.76605829249485,8.14760885528503,8.16546566623598,8.26022241636666
1053_at,7.29357914159718,7.0759672606608,7.63802632977251,7.54369462089846,7.72155647674611,7.50075734778943,7.48774703433315,6.81989837087399,8.42169696675557,8.06064338157972
117_at,7.36686130113191,7.11557005576329,8.03559494666652,6.37198696602354,6.94217066648487,7.05410361046325,7.46245906147052,7.09746147250091,7.78790080523127,7.01949787147293
121_at,10.0606295454472,10.3024544527159,10.3625151668794,10.3355955142148,10.2920499327349,10.1080599717997,10.1707447160414,10.1871533499806,10.3001349746305,10.3398343961693
1255_g_at,5.63460194618461,5.59539795933483,3.95432118265471,6.15005464814368,6.22249568940936,5.11785360618934,5.91782574893556,6.11474290780693,6.56489688102278,6.35490382551409
1294_at,9.99428940342415,10.3253785037367,9.90105871504436,9.75325651443568,9.4755284402777,10.0045207601385,10.1748896854312,9.74717454822184,9.88267063623335,9.61761091375384
1316_at,7.42575953453808,7.11871164386005,7.41761866316504,7.4397594276719,7.52300543381937,7.48801247743322,7.68839645410394,6.9892228655169,8.14758411731503,6.93481924549824
1320_at,5.73649458767534,4.6520571057585,4.67281081476365,4.23737097518111,5.58670012755651,3.77874167835932,3.73775402643663,5.42950362879525,4.56434778966778,5.50388469253182
1405_i_at,13.9074999427955,12.8528350320798,13.7394836397458,13.9297860860169,12.907934968913,13.4401171428742,13.3505421284732,14.1217324643104,13.6019007439262,13.7618845521496
1431_at,6.56736834974036,6.40799588018081,6.7721872262257,6.57719336053243,6.50626298002709,5.96338101278107,6.02127645399181,5.24798061134844,7.654309687883,6.03623878019853
1438_at,6.35274949958589,5.47101541524692,6.70447078965545,4.27491682795958,4.85027435126771,4.53876917683419,4.99344418608884,4.91684948610821,4.56616978495796,7.08275097646689
1487_at,8.36289749572331,8.92025661976932,8.69175697276699,8.59353127406831,8.35810433410942,8.70975801887249,8.815274153585,8.73326437377838,8.14171528378802,8.73257237887969
1494_f_at,8.01108558969548,8.36582215442962,8.38259289762593,8.29275379276787,8.36273877957587,8.05833202826725,8.41939926592802,8.40955379928373,7.23516315671577,7.9622691650018
1598_g_at,8.93469411918862,8.84842532915115,9.30475602506049,9.24078316682928,9.09929292745527,9.10722171284132,9.25636032659635,9.33606473402121,8.70634260511124,9.22321728289394
160020_at,8.47289678476776,8.56543202902111,9.39234808087187,8.71353264506647,8.94151960665564,8.70755070676392,8.74154724449168,8.63183860393781,8.72843327225217,9.0068354033923
1729_at,10.1337336254959,9.7945075758031,9.91303924304834,9.74053654415751,9.61847961570321,10.0100430081659,9.95310735069445,9.16279912956127,9.78050301299838,9.64969820563319
177_at,6.141763405519,6.01162504562173,7.47168353313422,6.96021672385018,6.31433730977768,6.22445882244199,6.61438775716021,6.5725776467397,7.85948251929995,6.38657709437555
1773_at,6.99988780348314,7.50314882056483,6.63603427119665,5.80686862525033,6.55333975880046,7.1792815167166,7.25269863680608,6.85042703489858,7.3531306424239,7.32455006654474
179_at,9.51325065216844,9.89339480366259,9.82437071197523,9.92683134460936,9.45173819198897,9.1704058763445,9.72533572899316,9.33440454502306,9.26047383419865,9.30396768527716
