GSM155229.CEL.gz,GSM155232.CEL.gz,GSM155234.CEL.gz,GSM155236.CEL.gz,GSM155238.CEL.gz,GSM155190.CEL.gz,GSM155195.CEL.gz,GSM155201.CEL.gz,GSM155203.CEL.gz,GSM155206.CEL.gz
1007_s_at,8.33375448894284,8.64447934351525,8.64579244504389,8.50357138981714,8.74856146554897,8.23375068152998,8.83091499021688,8.64769896220842,7.51660632585916,8.54860810417664
1053_at,7.29357914159718,7.0759672606608,7.63802632977251,7.54369462089846,7.72155647674611,7.90059686576283,7.93401219355595,8.06001399639656,8.59867844465086,7.61969447394151
117_at,7.36686130113191,7.11557005576329,8.03559494666652,6.37198696602354,6.94217066648487,6.65602272496349,7.18348239138512,7.29907431231755,7.97002325107661,7.05751027979347
121_at,10.0606295454472,10.3024544527159,10.3625151668794,10.3355955142148,10.2920499327349,10.2971711834862,10.1931010692654,10.1055944303614,10.5051961229324,10.0059094124924
1255_g_at,5.63460194618461,5.59539795933483,3.95432118265471,6.15005464814368,6.22249568940936,5.35874367254721,5.92852056092161,6.10891343788176,6.90396629316901,5.08845718259844
1294_at,9.99428940342415,10.3253785037367,9.90105871504436,9.75325651443568,9.4755284402777,9.70565642645403,10.1520408501177,9.92276544183818,9.6382651819631,10.0940444534877
1316_at,7.42575953453808,7.11871164386005,7.41761866316504,7.4397594276719,7.52300543381937,6.71925140095154,7.21106710506152,6.8846447978096,8.37504065356846,8.05173781835804
1320_at,5.73649458767534,4.6520571057585,4.67281081476365,4.23737097518111,5.58670012755651,2.87181928454892,4.23956853733769,4.38043684849948,5.1762495118458,4.66363155035282
1405_i_at,13.9074999427955,12.8528350320798,13.7394836397458,13.9297860860169,12.907934968913,14.1770780930151,13.8422818195194,14.2217869749559,13.8434955919134,14.0609345035804
1431_at,6.56736834974036,6.40799588018081,6.7721872262257,6.57719336053243,6.50626298002709,6.09770814149848,6.60170657846009,6.2740375702382,7.98893730128471,6.21505369989818
1438_at,6.35274949958589,5.47101541524692,6.70447078965545,4.27491682795958,4.85027435126771,5.67543671555624,7.13311646584801,5.26729907757497,5.03204835951069,4.90556783451027
1487_at,8.36289749572331,8.92025661976932,8.69175697276699,8.59353127406831,8.35810433410942,8.50481006180508,8.51242410552951,8.59811892956609,8.70723639785441,8.59966098516381
1494_f_at,8.01108558969548,8.36582215442962,8.38259289762593,8.29275379276787,8.36273877957587,8.16727863388153,8.12541458368708,8.04467159103738,8.18410719468868,7.83335478795981
1598_g_at,8.93469411918862,8.84842532915115,9.30475602506049,9.24078316682928,9.09929292745527,9.06603487117214,9.20841004805449,8.95706415951095,9.25060389394688,8.55549831520416
160020_at,8.47289678476776,8.56543202902111,9.39234808087187,8.71353264506647,8.94151960665564,8.83351608825931,9.16841494420563,8.85325908163754,8.96098417546625,8.26424705310548
1729_at,10.1337336254959,9.7945075758031,9.91303924304834,9.74053654415751,9.61847961570321,10.9006024857858,9.82146190595467,10.034810067815,9.47183414511837,10.601106221663
177_at,6.141763405519,6.01162504562173,7.47168353313422,6.96021672385018,6.31433730977768,6.38093112321273,6.18966910279133,5.56409589555668,8.05387370233917,5.80787687393123
1773_at,6.99988780348314,7.50314882056483,6.63603427119665,5.80686862525033,6.55333975880046,6.53080655649438,6.96723545252231,7.00400466809876,6.02301641608971,7.00684198263013
